author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/272037601/;Москва;sale;flat;14;20;3;94.0;53000000;Беговой;Бумажный проезд;4;Белорусская;Клубный дом SOHO+NOHO
А101;developer;https://www.cian.ru/sale/flat/296804676/;Москва;sale;flat;2;13;3;55.1;12380865;;;6.1.1;Коммунарка;Дзен-кварталы ЖК
Alliance Agency Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/299202379/;Москва;sale;flat;11;58;3;81.0;49000000;Хорошево-Мневники; Народного Ополчения;15К3;Мнёвники;Wellton Towers
1-й ДСК;developer;https://www.cian.ru/sale/flat/298030199/;Москва;sale;flat;2;23;3;65.5;19889632;Гольяново;Монтажная ;вл8/24;Щёлковская;1-й Измайловский
Whitewill Москва-Сити;real_estate_agent;https://www.cian.ru/sale/flat/283410183/;Москва;sale;flat;35;73;3;186.0;110000000;Пресненский;набережная Пресненская;8с1;Международная;Город Столиц
А101;developer;https://www.cian.ru/sale/flat/273874069/;Москва;sale;flat;22;30;3;56.5;15215436;Южное Бутово;м. Бунинская аллея;;Бунинская аллея;Южные Сады ЖК
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/289915708/;Москва;sale;flat;2;7;3;151.0;300000000;Хамовники; Плющиха;37;Смоленская;Клубный дом Bunin
ФСК;developer;https://www.cian.ru/sale/flat/292950751/;Москва;sale;flat;18;47;3;73.7;32442740;Обручевский; Академика Волгина;2С3;Калужская;Архитектор
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/297879693/;Москва;sale;flat;23;25;3;81.0;38500000;Хорошево-Мневники;Шелепихинская набережная;40к2;;Sydney City
А101;developer;https://www.cian.ru/sale/flat/291307372/;Москва;sale;flat;10;16;3;56.5;13144668;;;;Филатов Луг;Прокшино ЖК
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/299478318/;Москва;sale;flat;23;43;3;83.5;49500000;Хорошево-Мневники;Шелепихинская набережная;40к1;Хорошёво;Sydney City
А101;developer;https://www.cian.ru/sale/flat/299535322/;Москва;sale;flat;14;18;3;55.2;12302898;;;;Улица Скобелевская;Скандинавия
Gethome;real_estate_agent;https://www.cian.ru/sale/flat/285799325/;Москва;sale;flat;29;33;3;192.0;231436250;Раменки;Мосфильмовская ;8;Минская;Дом на Мосфильмовской
ЛСР;developer;https://www.cian.ru/sale/flat/293202023/;Москва;sale;flat;14;32;3;71.4;27630157;Западное Дегунино;Северный ао;;Верхние Лихоборы;Дмитровское небо ЖК
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/291636518/;Москва;sale;flat;5;7;3;172.26;398070350;Хамовники; Ефремова;19к4;Фрунзенская;Knightsbridge Private Park
А101;developer;https://www.cian.ru/sale/flat/288822193/;Москва;sale;flat;5;16;3;69.5;28173137;Сокол; Зорге;25С2;Зорге;Дом на Зорге
Ирина Бережная;realtor;https://www.cian.ru/sale/flat/300092552/;Москва;sale;flat;4;5;3;61.0;26000000;Войковский;Старопетровский проезд;12К7;Войковская;
А101;developer;https://www.cian.ru/sale/flat/295067281/;Москва;sale;flat;3;9;3;59.3;9413614;;;;Толстопальцево;Родные кварталы
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/291967807/;Москва;sale;flat;5;6;3;106.4;94000000;Хамовники;Комсомольский проспект;9А;Парк Культуры;Николаевский дом
А101;developer;https://www.cian.ru/sale/flat/296071191/;Москва;sale;flat;2;17;3;60.4;10996467;;;7.1;Бунинская аллея;Бунинские Кварталы ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/300006061/;Москва;sale;flat;53;79;3;112.9;149000000;Пресненский;1-й Красногвардейский проезд;22с2;Деловой центр;NEVA TOWERS
А101;developer;https://www.cian.ru/sale/flat/292130746/;Москва;sale;flat;13;15;3;58.0;10876785;;;;Филатов Луг;Деснаречье ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/297577752/;Москва;sale;flat;10;53;3;94.3;67000000;Раменки;Мосфильмовская ;8;Кутузовская;Дом на Мосфильмовской
Главстрой;developer;https://www.cian.ru/sale/flat/298342537/;Москва;sale;flat;2;26;3;118.0;63624420;Филевский парк;Береговой проезд;2;Народное Ополчение;Береговой-2
Gethome;real_estate_agent;https://www.cian.ru/sale/flat/299150043/;Москва;sale;flat;3;8;3;111.0;133000000;Раменки;Мосфильмовская ;1А;Ломоносовский проспект;Вишневый сад
Главстрой;developer;https://www.cian.ru/sale/flat/296921022/;Москва;sale;flat;5;11;3;88.7;44846914;Филевский парк;Береговой проезд;2;Народное Ополчение;Береговой-2
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/288962979/;Москва;sale;flat;4;6;3;143.7;167000000;Пресненский;Большой Гнездниковский переулок;3;Тверская;Респект
Главстрой;developer;https://www.cian.ru/sale/flat/296920999/;Москва;sale;flat;5;8;3;88.3;44644673;Филевский парк;Береговой проезд;2;Народное Ополчение;Береговой-2
Gethome;real_estate_agent;https://www.cian.ru/sale/flat/299150580/;Москва;sale;flat;3;8;3;111.0;133000000;Раменки;Мосфильмовская ;1А;Ломоносовский проспект;Вишневый сад
Основа;developer;https://www.cian.ru/sale/flat/286347046/;Москва;sale;flat;-1;-1;-1;202.0;21972600;Черемушки; Наметкина;вл10;Новые Черёмушки;Nametkin Tower
Gethome;real_estate_agent;https://www.cian.ru/sale/flat/287684699/;Москва;sale;flat;6;12;3;110.9;144170000;Раменки;Мосфильмовская ;1А;Ломоносовский проспект;Вишневый сад
ID 39404589;developer;https://www.cian.ru/sale/flat/299906514/;Москва;sale;flat;22;32;3;70.3;35353870;Даниловский;;;Серпуховская;Era
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/299464138/;Москва;sale;flat;19;37;3;81.4;57000000;Беговой;Ленинградский проспект;вл8;Белорусская;Slava
ID 39404589;developer;https://www.cian.ru/sale/flat/300035878/;Москва;sale;flat;30;34;3;70.8;31194480;Обручевский;;;Калужская;Эвер ЖК
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/294106848/;Москва;sale;flat;4;6;3;145.0;167000000;Пресненский;Большой Гнездниковский переулок;3;Пушкинская;Респект
ID 39404589;developer;https://www.cian.ru/sale/flat/300035242/;Москва;sale;flat;33;42;3;70.5;37040700;Котловка;Севастопольский проспект;22А;Нагорная;Eniteo
Славянский Двор Остоженка;real_estate_agent;https://www.cian.ru/sale/flat/298642631/;Москва;sale;flat;5;23;3;128.0;73500000;Очаково-Матвеевское;Староволынская ;12к3;Славянский бульвар;Волынский
Компания Пионер;developer;https://www.cian.ru/sale/flat/297096311/;Москва;sale;flat;31;47;3;92.3;63376410;Даниловский;;;Павелецкая;Хай Лайф ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/294734371/;Москва;sale;flat;9;21;3;108.0;120000000;Пресненский;2-я Звенигородская ;12С19;Улица 1905 года;Lucky
MR Group;developer;https://www.cian.ru/sale/flat/288220968/;Москва;sale;flat;25;36;3;83.85;43110351;Савеловский;;;Дмитровская;Симфония 34 ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/296749844/;Москва;sale;flat;20;33;3;103.1;73500000;Беговой;Ленинградский проспект;вл8;Белорусская;Slava
Sminex;developer;https://www.cian.ru/sale/flat/293788770/;Москва;sale;flat;20;21;3;86.5;99990000;Пресненский;;;Улица 1905 года;Лайф Тайм ЖК
ЖИR Private;real_estate_agent;https://www.cian.ru/sale/flat/298504349/;Москва;sale;flat;15;19;3;106.0;75000000;Раменки;Мичуринский проспект;39;Раменки;Дипломат
Sminex;developer;https://www.cian.ru/sale/flat/293788738/;Москва;sale;flat;8;21;3;100.5;93600000;Пресненский;;;Улица 1905 года;Лайф Тайм ЖК
Exclusive Realty;real_estate_agent;https://www.cian.ru/sale/flat/299494955/;Москва;sale;flat;9;27;3;72.0;45900000;Раменки; Янковского;1к1;Аминьевская;Событие
Regions Development;developer;https://www.cian.ru/sale/flat/299991780/;Москва;sale;flat;8;16;3;103.98;46397674;Преображенское;Жилой комплекс Преображенская площадь;;Преображенская площадь;Преображенская площадь
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/293982392/;Москва;sale;flat;3;5;3;164.0;203663900;Хамовники; Бурденко;3;Парк Культуры;Дом на Бурденко
Sminex;developer;https://www.cian.ru/sale/flat/298351737/;Москва;sale;flat;11;14;3;125.9;396940000;Якиманка;;;Боровицкая;Лаврушинский ЖК
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/299249837/;Москва;sale;flat;7;7;3;145.2;240000000;Якиманка; Большая Полянка;44;Октябрьская;Полянка/44
ID 39404589;developer;https://www.cian.ru/sale/flat/299992213/;Москва;sale;flat;31;34;3;77.4;31563720;Обручевский;;;Калужская;Эвер ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/298998407/;Москва;sale;flat;31;53;3;82.5;49500000;Хорошево-Мневники; Народного Ополчения;15К3;Народное Ополчение;Wellton Towers
3SGroup;developer;https://www.cian.ru/sale/flat/299379764/;Москва;sale;flat;6;17;3;68.4;15732000;;;;Коммунарка;FOREVILLE
RMRealty;real_estate_agent;https://www.cian.ru/sale/flat/296663355/;Москва;sale;flat;3;6;3;128.0;189000000;Хамовники;переулок Хилков;5;Парк Культуры;Особняк в Хилковом переулке
MR Group;developer;https://www.cian.ru/sale/flat/288221464/;Москва;sale;flat;4;43;3;90.96;38082307;Савеловский;2-я Хуторская ;34;Дмитровская;SYMPHONY 34
Premium Moscow;real_estate_agent;https://www.cian.ru/sale/flat/299727732/;Москва;sale;flat;8;21;3;65.0;49900000;Хорошевский;Хорошевское шоссе;25Ак3;Хорошёвская;Династия
Стадион Спартак;developer;https://www.cian.ru/sale/flat/289490565/;Москва;sale;flat;2;9;3;131.4;65752560;Покровское-Стрешнево;Северо-Западный ао;;Спартак;Клубный Город на Реке Примавера ЖК
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/279700621/;Москва;sale;flat;10;25;3;99.0;56500000;Аэропорт;Ленинградский проспект;36с40;Динамо;ВТБ Арена парк
MR Group;developer;https://www.cian.ru/sale/flat/288221430/;Москва;sale;flat;22;43;3;81.85;40282941;Савеловский;2-я Хуторская ;34;Дмитровская;SYMPHONY 34
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/298979087/;Москва;sale;flat;30;34;3;108.0;79990000;Раменки;Мосфильмовская ;8;Киевская;Дом на Мосфильмовской
ANT Development;developer;https://www.cian.ru/sale/flat/274568581/;Москва;sale;flat;-1;-1;-1;202.0;142508860;Дорогомилово;;3к3;Парк Победы;Виктори Парк Резиденсез ЖК
ID 96313919;homeowner;https://www.cian.ru/sale/flat/299493026/;Москва;sale;flat;5;5;3;73.0;18800000;Коптево;бульвар Матроса Железняка;14к1;Коптево;
ID 39404589;developer;https://www.cian.ru/sale/flat/300035570/;Москва;sale;flat;18;22;3;77.2;30486280;Нагорный;;1;Нагорная;Твелв ЖК
Елена Иванова;realtor;https://www.cian.ru/sale/flat/297999736/;Москва;sale;flat;10;16;3;67.8;51000000;Беговой; 1-я Ямского Поля;1к1;Белорусская;Slava
3SGroup;developer;https://www.cian.ru/sale/flat/299379753/;Москва;sale;flat;6;17;3;69.1;15685700;;;;Коммунарка;FOREVILLE
Alliance Agency Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/296970042/;Москва;sale;flat;18;40;3;85.0;43500000;Раменки; Лобачевского;120к1;Аминьевская;Крылья
Основа;developer;https://www.cian.ru/sale/flat/292154045/;Москва;sale;flat;-1;-1;-1;69.7;28848830;Хорошево-Мневники;2-й Силикатный проезд;;Полежаевская;Emotion
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/291962442/;Москва;sale;flat;11;12;3;111.0;78900000;Замоскворечье;Мытная ;7с1;Серпуховская;Английский квартал
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/298726567/;Москва;sale;flat;1;7;3;139.4;82831480;;;В19 кв-л;Павшино;Сберсити ЖК
ССК Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/296987618/;Москва;sale;flat;16;21;3;117.2;120000000;Пресненский; Костикова;4к2;Улица 1905 года;Lucky
Компания Пионер;developer;https://www.cian.ru/sale/flat/299328116/;Москва;sale;flat;-1;-1;-1;202.0;43711443;Марьина роща;Полковая ;1С12;Савёловская;PRIDE
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/299169888/;Москва;sale;flat;8;24;3;65.0;49900000;Хорошевский;Хорошевское шоссе;25Ак3;Хорошёвская;Династия
Hutton Development;developer;https://www.cian.ru/sale/flat/293911180/;Москва;sale;flat;-1;-1;-1;202.0;332800000;Якиманка;Софийская набережная;34С3;Новокузнецкая;Клубный дом DUO
BY Moscow City;real_estate_agent;https://www.cian.ru/sale/flat/294462390/;Москва;sale;flat;45;75;3;220.0;97000000;Пресненский;набережная Пресненская;8с1;Деловой центр;Город Столиц
Основа;developer;https://www.cian.ru/sale/flat/292153997/;Москва;sale;flat;-1;-1;-1;80.8;31916000;Хорошево-Мневники;2-й Силикатный проезд;;Полежаевская;Emotion
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/299611000/;Москва;sale;flat;21;36;3;86.5;49500000;Хорошево-Мневники;Шелепихинская набережная;34к1;Шелепиха;Сердце Столицы
Основа;developer;https://www.cian.ru/sale/flat/292154042/;Москва;sale;flat;25;28;3;53.1;22939200;Хорошево-Мневники;2-й Силикатный проезд;;Полежаевская;Emotion
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/296202962/;Москва;sale;flat;33;53;3;163.0;175000000;Раменки;Мосфильмовская ;8;Минская;Дом на Мосфильмовской
MR Group;developer;https://www.cian.ru/sale/flat/299093642/;Москва;sale;flat;16;27;3;79.5;40725314;Даниловский;Дубининская ;59к6;Серпуховская;Павелецкая Сити
Whitewill Москва-Сити;real_estate_agent;https://www.cian.ru/sale/flat/293972109/;Москва;sale;flat;53;73;3;239.0;185000000;Пресненский;набережная Пресненская;8с1;Международная;Город Столиц
Regions Development;developer;https://www.cian.ru/sale/flat/300034975/;Москва;sale;flat;6;16;3;81.35;36695278;Преображенское;Жилой комплекс Преображенская площадь;;Преображенская площадь;Преображенская площадь
Verges of estate;real_estate_agent;https://www.cian.ru/sale/flat/300071794/;Москва;sale;flat;14;25;3;62.0;55000000;Очаково-Матвеевское;Нежинская ;3А;Матвеевская;
ID 112819123;developer;https://www.cian.ru/sale/flat/298006362/;Москва;sale;flat;-1;-1;-1;202.0;35459758;Щукино;проезд 4-й Красногорский;3;Стрешнево;Moments
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/298476765/;Москва;sale;flat;7;79;3;90.6;85000000;Пресненский;1-й Красногвардейский проезд;22с2;Деловой центр;NEVA TOWERS
Стадион Спартак;developer;https://www.cian.ru/sale/flat/294647378/;Москва;sale;flat;10;13;3;162.6;87657660;Покровское-Стрешнево;Северо-Западный ао;;Спартак;Клубный Город на Реке Примавера ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/298378867/;Москва;sale;flat;15;18;3;62.0;34990000;Алексеевский;Новоалексеевская ;16к4;Алексеевская;Серебряный фонтан
Стадион Спартак;developer;https://www.cian.ru/sale/flat/289490595/;Москва;sale;flat;3;22;3;83.7;46294470;Покровское-Стрешнево;Северо-Западный ао;;Спартак;Клубный Город на Реке Примавера ЖК
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/289733284/;Москва;sale;flat;2;14;3;120.0;105000000;Замоскворечье;Мытная ;7с2;Серпуховская;Английский квартал
MR Group;developer;https://www.cian.ru/sale/flat/299093456/;Москва;sale;flat;15;32;3;113.2;56483505;Даниловский;Дубининская ;59к8;Павелецкая;Павелецкая Сити
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/296064943/;Москва;sale;flat;18;19;3;98.2;49500000;Хорошево-Мневники;Шелепихинская набережная;34к2;Шелепиха;Сердце Столицы
ID 39404589;developer;https://www.cian.ru/sale/flat/299971375/;Москва;sale;flat;11;42;3;72.0;34545600;Котловка;Севастопольский проспект;22А;Нагорная;Eniteo
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/293717850/;Москва;sale;flat;4;5;3;135.0;215000000;Басманный;Потаповский переулок;6;Чистые пруды;Абрикосов
Sminex;developer;https://www.cian.ru/sale/flat/293713823/;Москва;sale;flat;2;8;3;170.5;372350000;Якиманка;;;Полянка;Лаврушинский ЖК
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/299069947/;Москва;sale;flat;3;5;3;112.7;85000000;Хамовники;Комсомольский проспект;42С2;Спортивная;Clerkenwell House
Пионер;developer;https://www.cian.ru/sale/flat/298380077/;Москва;sale;flat;7;18;3;82.8;76590331;Донской;2-й Донской проезд;10;Ленинский проспект;SHIFT
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/299373585/;Москва;sale;flat;4;5;3;135.0;215000000;Басманный;Потаповский переулок;6;Чистые пруды;Абрикосов
Экран;developer;https://www.cian.ru/sale/flat/288206724/;Москва;sale;flat;6;7;3;117.16;351480000;Замоскворечье;;к3;Третьяковская;Русские Сезоны ЖК
ID 19432841;unknown;https://www.cian.ru/sale/flat/298787262/;Москва;sale;flat;14;16;3;82.05;34800000;Даниловский;Г мкр;8;Автозаводская;Форивер ЖК
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/298516204/;Москва;sale;flat;4;12;3;104.73;46091673;;;В19 кв-л;Павшино;Сберсити ЖК
EstateLiga;real_estate_agent;https://www.cian.ru/sale/flat/293762627/;Москва;sale;flat;18;19;3;98.2;49900000;Хорошево-Мневники;Шелепихинская набережная;34к2зд3;Шелепиха;Сердце Столицы
ID 39404589;developer;https://www.cian.ru/sale/flat/299992107/;Москва;sale;flat;3;22;3;67.3;24382790;Нагорный;;1;Нагорная;Твелв ЖК
ID 413522;realtor;https://www.cian.ru/sale/flat/299247397/;Москва;sale;flat;3;13;3;134.5;81499999;Замоскворечье;Мытная ;7с1;Добрынинская;Английский квартал
Ташир;developer;https://www.cian.ru/sale/flat/274701561/;Москва;sale;flat;11;17;3;85.5;50812650;Раменки;Мичуринский проспект;вл30Б;Раменки;Legacy
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/298367854/;Москва;sale;flat;3;5;3;112.0;85000000;Хамовники;Комсомольский проспект;42С2;Спортивная;Clerkenwell House
ID 112819123;developer;https://www.cian.ru/sale/flat/299839333/;Москва;sale;flat;-1;-1;-1;202.0;30686292;Щукино;проезд 4-й Красногорский;3;Стрешнево;Moments
METRAGE;real_estate_agent;https://www.cian.ru/sale/flat/292705478/;Москва;sale;flat;5;20;3;66.1;25500000;Очаково-Матвеевское;;к4;Аминьевская;Левел Мичуринский ЖК
Пионер;developer;https://www.cian.ru/sale/flat/298380148/;Москва;sale;flat;8;18;3;90.0;73563390;Донской;2-й Донской проезд;10;Ленинский проспект;SHIFT
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/297322501/;Москва;sale;flat;8;29;3;80.0;39500000;Раменки;Мосфильмовская ;74Б;Ломоносовский проспект;Мосфильмовская
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/298516456/;Москва;sale;flat;9;9;3;103.8;39049560;;;В14 кв-л;Павшино;Сберсити ЖК
Dream Realty;real_estate_agent;https://www.cian.ru/sale/flat/299105542/;Москва;sale;flat;7;10;3;86.0;26300000;; Инженера Кнорре;7к1;Румянцево;homecity
Hutton Development;developer;https://www.cian.ru/sale/flat/293911213/;Москва;sale;flat;-1;-1;-1;202.0;345800000;Якиманка;Софийская набережная;34С3;Новокузнецкая;Клубный дом DUO
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/300006309/;Москва;sale;flat;8;8;3;68.8;80000000;Тверской;Благовещенский переулок;5;Маяковская;
ID 39404589;developer;https://www.cian.ru/sale/flat/300035246/;Москва;sale;flat;20;42;3;73.0;40296000;Котловка;Севастопольский проспект;22А;Нагорная;Eniteo
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/292583669/;Москва;sale;flat;13;44;3;110.0;85000000;Раменки;Минская ;2;Минская;Долина Сетунь
Ташир;developer;https://www.cian.ru/sale/flat/291690369/;Москва;sale;flat;19;21;3;74.5;28883650;Очаково-Матвеевское;Аминьевское шоссе;6;Давыдково;West Tower (Апартаменты бизнес-класса)
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/299603765/;Москва;sale;flat;5;12;3;85.7;52990000;Сокол; Врубеля;4к1;Сокол;Врубеля 4
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/298726583/;Москва;sale;flat;5;7;3;135.69;80925516;;;В19 кв-л;Павшино;Сберсити ЖК
ЛИДЕР Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/299339406/;Москва;sale;flat;24;40;3;82.4;70000000;Хорошевский;Ленинградский проспект;37/4;Аэропорт;Прайм Парк
Сбербанк Капитал;developer;https://www.cian.ru/sale/flat/288177352/;Москва;sale;flat;3;7;3;127.0;109213650;Якиманка;Софийская набережная;36;Новокузнецкая;Резиденция 1864
ЗАПАДНЫЙ САД;real_estate_agent;https://www.cian.ru/sale/flat/297716119/;Москва;sale;flat;1;14;3;75.0;38799000;Раменки;проспект Генерала Дорохова;39к2;Минская;Собрание клубных домов West Garden
Prime Life Development;developer;https://www.cian.ru/sale/flat/299132481/;Москва;sale;flat;25;28;3;108.42;52643331;Нагатино-Садовники;Нагатинская ;к1вл1;Нагатинская;1-й Нагатинский
САДОВЫЕ КВАРТАЛЫ;real_estate_agent;https://www.cian.ru/sale/flat/297947676/;Москва;sale;flat;4;14;3;138.1;154000000;Хамовники; Усачева;15А;Спортивная;Садовые кварталы
ID 39404589;developer;https://www.cian.ru/sale/flat/299971608/;Москва;sale;flat;16;34;3;57.4;22225280;Нагорный;;2;Нагорная;Твелв ЖК
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/298730763/;Москва;sale;flat;3;15;3;95.0;35000000;Пресненский;Зоологическая ;30С2;Баррикадная;
Regions Development;developer;https://www.cian.ru/sale/flat/300034982/;Москва;sale;flat;3;6;3;94.6;46911430;Нагатинский затон;проспект Андропова;9/1к3;Технопарк;Dream Towers
UINVEST;real_estate_agent;https://www.cian.ru/sale/flat/297267996/;Москва;sale;flat;10;21;3;92.6;31500000;Хорошево-Мневники; Мневники;5;Народное Ополчение;Городской квартал BIG TIME
Основа;developer;https://www.cian.ru/sale/flat/297432094/;Москва;sale;flat;-1;-1;-1;202.0;45844320;Марфино;;к2;Владыкино;Вери ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/299243580/;Москва;sale;flat;15;19;3;114.8;99000000;Раменки;Ломоносовский проспект;25к5;Университет;Dominion
ANT Development;developer;https://www.cian.ru/sale/flat/274568566/;Москва;sale;flat;-1;-1;-1;202.0;142401336;Дорогомилово;;3к4;Парк Победы;Виктори Парк Резиденсез ЖК
ID 35684254;realtor;https://www.cian.ru/sale/flat/297825979/;Москва;sale;flat;26;37;3;77.3;37400000;Раменки;Мосфильмовская ;98к1;Аминьевская;Огни
Sminex;developer;https://www.cian.ru/sale/flat/297972183/;Москва;sale;flat;3;3;3;200.7;531760000;Тверской; Ильинка;3/8С3;Площадь Революции;Коллекция клубных особняков Ильинка 3/8
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/299639743/;Москва;sale;flat;9;12;3;104.0;80000000;Пресненский;Большой Козихинский переулок;27С2;Маяковская;
Э.К. Девелопмент;developer;https://www.cian.ru/sale/flat/300024809/;Москва;sale;flat;19;25;3;96.2;40115400;Хорошевский; Маргелова;3к1;Беговая;Авиатика
ID 25751693;realtor;https://www.cian.ru/sale/flat/299938830/;Москва;sale;flat;10;12;3;62.7;28215000;Таганский; Рогожский Вал;10;Площадь Ильича;Рогожский вал 12
Пионер;developer;https://www.cian.ru/sale/flat/298380060/;Москва;sale;flat;4;18;3;87.6;79652052;Донской;2-й Донской проезд;10;Ленинский проспект;SHIFT
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/245277094/;Москва;sale;flat;2;19;3;186.0;199900000;Раменки;Ломоносовский проспект;25к5;Университет;Dominion
ЭЛИТА-ЭКО;developer;https://www.cian.ru/sale/flat/292406465/;Москва;sale;flat;8;14;3;112.56;97927200;Дорогомилово;1-й Можайский тупик;8АС1;Киевская;D'ORO MILLE
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/297053129/;Москва;sale;flat;5;9;3;142.0;230000000;Хамовники;Погодинская ;4;Фрунзенская;GRAND DELUXE на Плющихе
ANT Development;developer;https://www.cian.ru/sale/flat/300028432/;Москва;sale;flat;2;10;3;103.1;116297909;Дорогомилово;;3к8;Парк Победы;Виктори Парк Резиденсез ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/294051481/;Москва;sale;flat;6;8;3;142.8;214000000;Якиманка;Софийская набережная;34;Третьяковская;Софийский
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/299934992/;Москва;sale;flat;5;13;3;120.54;50229018;;;В21 кв-л;Опалиха;Сберсити ЖК
Винидиктов и Партнеры;real_estate_agent;https://www.cian.ru/sale/flat/296649966/;Москва;sale;flat;3;15;3;122.7;200000000;Хамовники;Олсуфьевский переулок;9к1;Фрунзенская;White Khamovniki
MR Group;developer;https://www.cian.ru/sale/flat/294569895/;Москва;sale;flat;20;36;3;103.1;66698728;Беговой;Ленинградский проспект;вл8;Белорусская;Slava
MHEstate - Элитная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/297157541/;Москва;sale;flat;63;68;3;101.9;80000000;Пресненский;1-й Красногвардейский проезд;22с1;Международная;NEVA TOWERS
Sminex;developer;https://www.cian.ru/sale/flat/297972193/;Москва;sale;flat;4;4;3;189.1;613440000;Тверской;;;Площадь Революции;Ильинка 3/8 ЖК
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/297954913/;Москва;sale;flat;8;9;3;96.0;96000000;Можайский; Вересаева;9;Кунцевская;Аристократ
Донстрой;developer;https://www.cian.ru/sale/flat/296482760/;Москва;sale;flat;9;14;3;127.9;90681100;Раменки; Сергея Бондарчука;2;Мичуринский проспект;Река
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/279461218/;Москва;sale;flat;4;8;3;130.0;130535729;Якиманка;1-й Спасоналивковский переулок;18С2;Полянка;
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/299935081/;Москва;sale;flat;2;13;3;91.38;50222448;;;В21 кв-л;Опалиха;Сберсити ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/292425759/;Москва;sale;flat;7;15;3;109.8;142305521;Дорогомилово;Студенческая ;20;Студенческая;
Компания Пионер;developer;https://www.cian.ru/sale/flat/296997449/;Москва;sale;flat;-1;-1;-1;202.0;33528725;Марьина роща;Полковая ;1С12;Савёловская;PRIDE
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/298534726/;Москва;sale;flat;40;51;3;78.0;38700000;Раменки;Мичуринский проспект;56;Раменки;Небо — Небоскребы на Мичуринском, 56
Сбербанк Капитал;developer;https://www.cian.ru/sale/flat/298003474/;Москва;sale;flat;6;7;3;233.2;290578088;Якиманка;Софийская набережная;36;Новокузнецкая;Резиденция 1864
EXCLUSIVE CITY;real_estate_agent;https://www.cian.ru/sale/flat/298270504/;Москва;sale;flat;34;65;3;118.2;130000000;Пресненский;Краснопресненская набережная;14Ак3;Выставочная;Capital Towers
