author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Dream Realty;real_estate_agent;https://www.cian.ru/sale/flat/293363135/;Москва;sale;flat;7;35;2;66.0;27000000;Останкинский; Годовикова;11к4;Алексеевская;iLove
ID 39404589;developer;https://www.cian.ru/sale/flat/299905991/;Москва;sale;flat;9;34;2;46.4;22582880;Обручевский;;1;Калужская;Эвер ЖК
ID 19432841;unknown;https://www.cian.ru/sale/flat/298785124/;Москва;sale;flat;12;16;2;57.86;25700000;Даниловский;Симоновская набережная;;Автозаводская;FORIVER
Sminex;developer;https://www.cian.ru/sale/flat/293713694/;Москва;sale;flat;7;14;2;104.6;223060000;Якиманка;;;Полянка;Лаврушинский ЖК
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/300006052/;Москва;sale;flat;2;5;2;103.0;149980000;Тверской;Никольская ;10/2С2б;Лубянка;St. Nickolas
Компания Пионер;developer;https://www.cian.ru/sale/flat/299327974/;Москва;sale;flat;-1;-1;-1;202.0;30357962;Марьина роща;Полковая ;1С12;Савёловская;PRIDE
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/296114284/;Москва;sale;flat;12;21;2;60.4;61700000;Пресненский; Костикова;4к5;Улица 1905 года;Lucky
Absolute Premium;developer;https://www.cian.ru/sale/flat/295473855/;Москва;sale;flat;6;18;2;66.2;60490000;Хамовники;;;Воробьёвы горы;Коллекция Лужники ЖК
Алексей Журавлев;realtor;https://www.cian.ru/sale/flat/299938812/;Москва;sale;flat;4;12;2;72.5;15500000;Косино-Ухтомский;Салтыковская ;6/2к4;Улица Дмитриевского;мой адрес На Салтыковской
Сбербанк Капитал;developer;https://www.cian.ru/sale/flat/288177339/;Москва;sale;flat;1;7;2;105.2;101639382;Якиманка;Софийская набережная;36;Новокузнецкая;Резиденция 1864
Ксения Шахматова;realtor;https://www.cian.ru/sale/flat/299434812/;Москва;sale;flat;8;9;2;40.0;15900000;Даниловский;Велозаводская ;2;Автозаводская;
Пионер;developer;https://www.cian.ru/sale/flat/299778667/;Москва;sale;flat;10;18;2;45.4;39765587;Донской;2-й Донской проезд;10;Ленинский проспект;SHIFT
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/297894351/;Москва;sale;flat;6;7;2;95.0;130000000;Хамовники; Льва Толстого;23к1;Парк Культуры;Литератор
Sminex;developer;https://www.cian.ru/sale/flat/299801923/;Москва;sale;flat;14;23;2;55.1;61100000;Пресненский;;;Улица 1905 года;Лайф Тайм ЖК
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/297960100/;Москва;sale;flat;8;21;2;59.2;69000000;Пресненский; Костикова;4к2;Улица 1905 года;Lucky
Компания Пионер;developer;https://www.cian.ru/sale/flat/296155911/;Москва;sale;flat;-1;-1;-1;202.0;25959964;Марьина роща;Полковая ;1С12;Савёловская;PRIDE
Ксения Шахматова;realtor;https://www.cian.ru/sale/flat/298250071/;Москва;sale;flat;4;12;2;40.0;14190000;Бабушкинский; Летчика Бабушкина;33К1;Бабушкинская;
MR Group;developer;https://www.cian.ru/sale/flat/297453435/;Москва;sale;flat;15;36;2;74.6;57050033;Беговой;Ленинградский проспект;вл8;Белорусская;Slava
Триумфальная Арка;real_estate_agent;https://www.cian.ru/sale/flat/297960606/;Москва;sale;flat;13;16;2;51.0;13650000;Чертаново Центральное;Варшавское шоссе;144К2;Пражская;
Sminex;developer;https://www.cian.ru/sale/flat/293713684/;Москва;sale;flat;6;14;2;101.7;253520000;Якиманка;;;Полянка;Лаврушинский ЖК
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/277370296/;Москва;sale;flat;2;7;2;60.4;51210170;Пресненский;Никитский бульвар;12;Арбатская;
Absolute Premium;developer;https://www.cian.ru/sale/flat/298974562/;Москва;sale;flat;10;18;2;87.9;103211000;Хамовники;;;Воробьёвы горы;Коллекция Лужники ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/298002960/;Москва;sale;flat;27;41;2;41.1;17990000;Раменки; Лобачевского;124к1;Аминьевская;Огни
MR Group;developer;https://www.cian.ru/sale/flat/292153388/;Москва;sale;flat;31;36;2;65.2;45005518;Беговой;Ленинградский проспект;вл8;Белорусская;Slava
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/297244904/;Москва;sale;flat;8;12;2;48.0;26000000;Тверской;2-я Брестская ;6;Маяковская;Резиденция Тверская
Пионер;developer;https://www.cian.ru/sale/flat/294368810/;Москва;sale;flat;4;11;2;75.3;54602816;Даниловский;;;Павелецкая;Опус ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/297942360/;Москва;sale;flat;28;30;2;68.9;24500000;Можайский; Петра Алексеева;14;Давыдково;КутузовGRAD II
Neva Towers;developer;https://www.cian.ru/sale/flat/298855600/;Москва;sale;flat;49;66;2;84.7;85631700;Пресненский;1-й Красногвардейский проезд;22с1;Выставочная;NEVA TOWERS
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/293919086/;Москва;sale;flat;8;25;2;66.0;28800000;Щукино; Берзарина;30А;Панфиловская;Октябрьское поле
ID 39404589;developer;https://www.cian.ru/sale/flat/300035245/;Москва;sale;flat;11;42;2;43.2;26040960;Котловка;Севастопольский проспект;22А;Нагорная;Eniteo
Century 21 Level;real_estate_agent;https://www.cian.ru/sale/flat/300071776/;Москва;sale;flat;7;14;2;69.0;40000000;Раменки;проспект Генерала Дорохова;39к1В;Минская;Собрание клубных домов West Garden
Компания Пионер;developer;https://www.cian.ru/sale/flat/292243724/;Москва;sale;flat;3;22;2;59.0;37619226;Марьина роща;Полковая ;1С12;Савёловская;PRIDE
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/296355875/;Москва;sale;flat;6;41;2;65.0;25000000;Пресненский;;;Шелепиха;Хедлайнер ЖК
Пионер;developer;https://www.cian.ru/sale/flat/292949879/;Москва;sale;flat;7;13;2;73.57;26833679;Москворечье-Сабурово;;;Варшавская;Лайф Варшавская ЖК
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/294650795/;Москва;sale;flat;3;5;2;44.0;46500000;Замоскворечье;Озерковская набережная;6;Новокузнецкая;Bogenhouse
Трансстройинвест;developer;https://www.cian.ru/sale/flat/298443146/;Москва;sale;flat;3;7;2;157.7;192088062;Мещанский;Большой Кисельный переулок;11;Тургеневская;Frank's house
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/298655123/;Москва;sale;flat;18;58;2;40.74;23900000;Филевский парк;Багратионовский проезд;5;Фили;Famous
Ташир;developer;https://www.cian.ru/sale/flat/291690303/;Москва;sale;flat;18;21;2;53.1;21112560;Очаково-Матвеевское;Аминьевское шоссе;6;Давыдково;West Tower (Апартаменты бизнес-класса)
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/298842309/;Москва;sale;flat;7;21;2;41.0;55000000;Якиманка;Донская ;14;Шаболовская;Медный 3.14
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/298516246/;Москва;sale;flat;2;7;2;97.71;54551493;;;В19 кв-л;Павшино;Сберсити ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/298265353/;Москва;sale;flat;8;21;2;60.0;67000000;Пресненский; Костикова;4к2;Улица 1905 года;Lucky
Экран;developer;https://www.cian.ru/sale/flat/288206716/;Москва;sale;flat;2;4;2;145.41;396942000;Замоскворечье;;к4;Третьяковская;Русские Сезоны ЖК
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/297675248/;Москва;sale;flat;50;75;2;107.6;68000000;Пресненский;1-й Красногвардейский проезд;15;Деловой центр;Меркурий Тауэр
Regions Development;developer;https://www.cian.ru/sale/flat/300034957/;Москва;sale;flat;5;24;2;73.8;34677957;Нагатинский затон;;;Технопарк;Дрим Тауэрс ЖК
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/299929361/;Москва;sale;flat;6;22;2;67.0;36300000;Хорошево-Мневники; Нижние Мневники;;Мнёвники;Остров
Sminex;developer;https://www.cian.ru/sale/flat/299422789/;Москва;sale;flat;4;5;2;79.3;241640000;Тверской;;;Площадь Революции;Ильинка 3/8 ЖК
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/298842311/;Москва;sale;flat;6;21;2;41.0;54000000;Новое предложение в Донском е2-комн. квартира;41 м²;;;
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/300111482/;Москва;sale;flat;22;26;2;67.0;30500000;Покровское-Стрешнево;;к6;Спартак;Алиа ЖК
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/291014372/;Москва;sale;flat;3;14;2;70.8;38000000;Мещанский; Гиляровского;4К1;Сухаревская;
ZAPAD REALTY - офис Маршала Жукова;real_estate_agent;https://www.cian.ru/sale/flat/297264053/;Москва;sale;flat;25;52;2;70.0;38000000;Раменки;Мичуринский проспект;56;Раменки;Небо — Небоскребы на Мичуринском, 56
Егор Палагин;realtor;https://www.cian.ru/sale/flat/298460605/;Москва;sale;flat;17;19;2;87.5;39999999;Алексеевский;Новоалексеевская ;16к2;Алексеевская;Серебряный фонтан
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/296838582/;Москва;sale;flat;3;21;2;56.58;58600000;Пресненский;2-я Звенигородская ;12С19;Улица 1905 года;Lucky
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/299465814/;Москва;sale;flat;2;9;2;70.0;58500000;Тверской;1-я Тверская-Ямская ;28;Белорусская;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/270457452/;Москва;sale;flat;2;18;2;120.3;62556000;Ломоносовский; Архитектора Власова;6;Профсоюзная;Вавилово
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/286643532/;Москва;sale;flat;4;8;2;69.0;63413532;Хамовники;Смоленский бульвар;22/14;Смоленская;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/286943716/;Москва;sale;flat;6;8;2;94.0;130000000;Новый дом в е Хамовники2-комн. квартира;94 м²;6/8 этаж;;
Vesco Realty;real_estate_agent;https://www.cian.ru/sale/flat/295368581/;Москва;sale;flat;3;9;2;135.4;145000000;Якиманка; Малая Полянка;2;Полянка;Онегин
UINVEST;real_estate_agent;https://www.cian.ru/sale/flat/295055371/;Москва;sale;flat;6;16;2;38.7;9800000;;;к1.2;Румянцево;Тропарево Парк
СЕДЬМОЕ НЕБО;real_estate_agent;https://www.cian.ru/sale/flat/298264171/;Москва;sale;flat;7;9;2;39.5;12500000;Южнопортовый;5-я Кожуховская ;18К2;Автозаводская;
Маленков недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/298885007/;Москва;sale;flat;8;9;2;36.0;12500000;Дмитровский;Дмитровское шоссе;131К2;Яхромская;
BERI;real_estate_agent;https://www.cian.ru/sale/flat/299374055/;Москва;sale;flat;6;14;2;53.3;13290000;Гольяново;Курганская ;10;Щёлковская;
BERI;real_estate_agent;https://www.cian.ru/sale/flat/299287897/;Москва;sale;flat;3;9;2;47.0;13490000;Орехово-Борисово Южное;Домодедовская ;33;Домодедовская;
Владимир Фетискин;realtor;https://www.cian.ru/sale/flat/299278062/;Москва;sale;flat;9;14;2;51.3;13800000;Косино-Ухтомский; Дмитриевского;9;Лухмановская;
Маленков недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/298290286/;Москва;sale;flat;2;9;2;36.0;14500000;Алексеевский;Маломосковская ;27;Алексеевская;
BERI;real_estate_agent;https://www.cian.ru/sale/flat/296801651/;Москва;sale;flat;5;8;2;44.7;14790000;Донской;Варшавское шоссе;18К3;Верхние котлы;
Маленков недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/300099334/;Москва;sale;flat;8;14;2;41.0;15300000;Очаково-Матвеевское;Озерная ;29К1;Озёрная;
Estes;real_estate_agent;https://www.cian.ru/sale/flat/297365916/;Москва;sale;flat;9;29;2;58.1;15500000;Нижегородский;Перовское шоссе;;Нижегородская;Level Нижегородская
ID 13509809;unknown;https://www.cian.ru/sale/flat/299104507/;Москва;sale;flat;4;22;2;57.7;15900000;Марьино; Верхние Поля;28;Братиславская;
CENTURY 21;real_estate_agent;https://www.cian.ru/sale/flat/298919282/;Москва;sale;flat;9;31;2;55.4;16350000;Нижегородский;Газгольдерная ;10;Нижегородская;Profit
Unique;real_estate_agent;https://www.cian.ru/sale/flat/296203976/;Москва;sale;flat;6;9;2;60.0;19000000;; Ясеневая;1к1;Ольховая;Дубровка
ЦАН;real_estate_agent;https://www.cian.ru/sale/flat/299617369/;Москва;sale;flat;7;7;2;78.7;22000000;Южнопортовый; Трофимова;22К2;Кожуховская;
Estes;real_estate_agent;https://www.cian.ru/sale/flat/298611842/;Москва;sale;flat;7;46;2;60.0;22000000;Обручевский; Академика Волгина;2С1;Калужская;Архитектор
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/299757704/;Москва;sale;flat;3;18;2;56.0;22500000;Покровское-Стрешнево;;к7;Спартак;Алиа ЖК
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/299580417/;Москва;sale;flat;3;28;2;50.4;27000000;Раменки;Винницкая ;8к1;Раменки;Настоящее
Exclusive Realty;real_estate_agent;https://www.cian.ru/sale/flat/297903355/;Москва;sale;flat;43;55;2;65.0;28490000;Марьина роща; 4-я Марьиной рощи;12К1;Марьина Роща;Mod
Аврора Проперти;real_estate_agent;https://www.cian.ru/sale/flat/292520693/;Москва;sale;flat;3;16;2;55.3;28700000;Даниловский;3-й Павелецкий проезд;3;Павелецкая;Резиденции Композиторов
СЕДЬМОЕ НЕБО;real_estate_agent;https://www.cian.ru/sale/flat/298922434/;Москва;sale;flat;7;28;2;61.0;29000000;Марфино; Академика Королева;21;Останкино;Дом Достижение
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/296711017/;Москва;sale;flat;6;12;2;52.0;30000000;Аэропорт;Ленинградский проспект;36с36;Динамо;ВТБ Арена парк
Unique;real_estate_agent;https://www.cian.ru/sale/flat/281277308/;Москва;sale;flat;3;22;2;43.0;31000000;Академический;Новочеремушкинская ;17;Академическая;Новочеремушкинская 17
ID 8709340;unknown;https://www.cian.ru/sale/flat/299638196/;Москва;sale;flat;8;9;2;40.2;32290000;Сокол;Ленинградский проспект;77К2;Сокол;
Винидиктов и Партнеры;real_estate_agent;https://www.cian.ru/sale/flat/296828562/;Москва;sale;flat;14;26;2;51.1;32500000;Очаково-Матвеевское;Нежинская ;5к2;Давыдково;Городские резиденции SPIRES
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/297077564/;Москва;sale;flat;9;37;2;46.0;33000000;Беговой; 1-я Ямского Поля;1к1;Белорусская;Slava
ЛИДЕР Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/299954766/;Москва;sale;flat;12;25;2;51.0;34000000;Очаково-Матвеевское;Нежинская ;5к2;Славянский бульвар;Городские резиденции SPIRES
Вертикаль;real_estate_agent;https://www.cian.ru/sale/flat/300011640/;Москва;sale;flat;4;11;2;79.0;37500000;Преображенское;Краснобогатырская ;90С1;Преображенская площадь;Наследие
Аврора Проперти;real_estate_agent;https://www.cian.ru/sale/flat/297997064/;Москва;sale;flat;2;6;2;75.0;38000000;Хамовники;Комсомольский проспект;9А;Парк Культуры;Николаевский дом
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/293510493/;Москва;sale;flat;8;22;2;87.2;39000000;Раменки; Пырьева;9К1;Ломоносовский проспект;
Delight  Realty;real_estate_agent;https://www.cian.ru/sale/flat/289972862/;Москва;sale;flat;3;7;2;40.2;39000000;Пресненский;Большой Тишинский переулок;38;Улица 1905 года;Sinatra
Аврора Проперти;real_estate_agent;https://www.cian.ru/sale/flat/289462342/;Москва;sale;flat;3;5;2;41.7;39500000;Замоскворечье;Озерковская набережная;6;Новокузнецкая;Bogenhouse
Аврора Проперти;real_estate_agent;https://www.cian.ru/sale/flat/289462347/;Москва;sale;flat;3;5;2;44.27;44000000;Замоскворечье;Озерковская набережная;6;Новокузнецкая;Bogenhouse
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/297422422/;Москва;sale;flat;3;5;2;44.27;44500000;Замоскворечье;Озерковская набережная;6;Новокузнецкая;
Аврора Проперти;real_estate_agent;https://www.cian.ru/sale/flat/299914914/;Москва;sale;flat;3;7;2;45.0;45000000;Пресненский;Большой Тишинский переулок;38;Улица 1905 года;Sinatra
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/296565916/;Москва;sale;flat;4;8;2;65.0;45900000;Тверской;Благовещенский переулок;5;Маяковская;
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/293381153/;Москва;sale;flat;7;12;2;98.6;46900000;Тверской;2-я Брестская ;6;Маяковская;Резиденция Тверская
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/296060032/;Москва;sale;flat;5;8;2;52.7;51000000;Таганский;Славянская площадь;2/5с1;Китай-город;LUMIN
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/292815192/;Москва;sale;flat;4;12;2;61.0;51900000;Пресненский;Большая Садовая ;5к1;Маяковская;Квартал апартаментов Сады Пекина
Аврора Проперти;real_estate_agent;https://www.cian.ru/sale/flat/295451385/;Москва;sale;flat;7;9;2;55.1;53000000;Пресненский;Большая Бронная ;5;Тверская;
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/296351713/;Москва;sale;flat;13;16;2;75.3;54000000;Беговой;Ленинградский проспект;вл8;Белорусская;Slava
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/299846528/;Москва;sale;flat;20;21;2;87.0;55000000;Раменки;Мосфильмовская ;88к2с4;Раменки;Мосфильмовский
Аврора Проперти;real_estate_agent;https://www.cian.ru/sale/flat/290497931/;Москва;sale;flat;8;14;2;73.0;58000000;Замоскворечье;Мытная ;7с1;Серпуховская;Английский квартал
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/294445366/;Москва;sale;flat;6;7;2;68.6;58310000;Замоскворечье;Шлюзовая набережная;2А;Павелецкая;IM на Садовом
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/266889143/;Москва;sale;flat;10;21;2;55.0;61280000;Пресненский;2-я Звенигородская ;12к8;Улица 1905 года;Lucky
ID 416302;realtor;https://www.cian.ru/sale/flat/298967796/;Москва;sale;flat;3;15;2;58.54;63000000;Пресненский;Лаки жилой квартал;;Улица 1905 года;Lucky
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/286620187/;Москва;sale;flat;4;8;2;69.8;63413532;Хамовники;Смоленский бульвар;22/14;Смоленская;
Аврора Проперти;real_estate_agent;https://www.cian.ru/sale/flat/298296901/;Москва;sale;flat;5;6;2;49.6;66960000;Хамовники;Зубовская ;7;Парк Культуры;Roza Rossa
Аврора Проперти;real_estate_agent;https://www.cian.ru/sale/flat/300120368/;Москва;sale;flat;3;3;2;107.8;70000000;Покровское-Стрешнево;Ленинградское шоссе;23к1;Войковская;TWEED PARK
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/297894796/;Москва;sale;flat;8;21;2;59.0;71000000;Пресненский;2-я Звенигородская ;12С19;Улица 1905 года;Lucky
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/299558863/;Москва;sale;flat;2;4;2;136.6;80000000;Донской;Варшавское шоссе;9с28;Тульская;Даниловская мануфактура
Аврора Проперти;real_estate_agent;https://www.cian.ru/sale/flat/288553462/;Москва;sale;flat;46;75;2;114.2;86000000;Пресненский;1-й Красногвардейский проезд;15;Выставочная;Меркурий Тауэр
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/297673737/;Москва;sale;flat;7;21;2;73.0;92500000;Пресненский; Сергея Макеева;9к2;Улица 1905 года;RedSide
Аврора Проперти;real_estate_agent;https://www.cian.ru/sale/flat/300101163/;Москва;sale;flat;4;6;2;75.1;99000000;Хамовники;Зубовская ;7;Парк Культуры;Roza Rossa
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/290380842/;Москва;sale;flat;33;73;2;103.0;110000000;Пресненский;набережная Пресненская;8с1;Деловой центр;Город Столиц
ФЛИП;real_estate_agent;https://www.cian.ru/sale/flat/299190081/;Москва;sale;flat;5;12;2;38.2;10950000;Нагорный;Болотниковская ;3К6;Варшавская;
ФЛИП;real_estate_agent;https://www.cian.ru/sale/flat/299874420/;Москва;sale;flat;2;17;2;60.0;17250000;Чертаново Центральное;Кировоградская ;36;Пражская;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/299166849/;Москва;sale;flat;10;17;2;41.2;20880000;Раменки;проспект Вернадского;10к1;Университет;
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/299093186/;Москва;sale;flat;13;23;2;48.0;21050000;Лефортово;Красноказарменная ;14Ак2;Авиамоторная;Пётр I
Prime;real_estate_agent;https://www.cian.ru/sale/flat/297747980/;Москва;sale;flat;5;5;2;42.0;22000000;Тверской;1-й Самотечный переулок;20/1к2;Достоевская;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/296650421/;Москва;sale;flat;4;5;2;61.7;25990000;Даниловский;проспект Лихачева;22;Технопарк;Nagatino i-Land
Novel Estates;real_estate_agent;https://www.cian.ru/sale/flat/299896026/;Москва;sale;flat;18;27;2;62.0;26300000;Хорошевский; Зорге;9к2;Полежаевская;Рихард
Мария Дуруца;realtor;https://www.cian.ru/sale/flat/299317740/;Москва;sale;flat;17;46;2;46.0;28000000;Хорошево-Мневники;Шелепихинская набережная;34к6;Шелепиха;Сердце Столицы
Prime;real_estate_agent;https://www.cian.ru/sale/flat/297479001/;Москва;sale;flat;30;33;2;66.3;32000000;Даниловский;Дубининская ;59к8;Серпуховская;Павелецкая Сити
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/288460035/;Москва;sale;flat;9;21;2;50.3;34500000;Басманный; Земляной Вал;37к1;Чкаловская;Дом Chkalov
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/298640889/;Москва;sale;flat;17;46;2;50.4;37300000;Дорогомилово;Кутузовский проезд;16С1;Фили;River Park Кутузовский
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/299717407/;Москва;sale;flat;14;24;2;59.0;38000000;Хорошево-Мневники;Шелепихинская набережная;34к3;Шелепиха;Сердце Столицы
BY Moscow City;real_estate_agent;https://www.cian.ru/sale/flat/294452835/;Москва;sale;flat;16;78;2;62.0;42000000;Пресненский;1-й Красногвардейский проезд;22с2;Тестовская;NEVA TOWERS
Времена года;real_estate_agent;https://www.cian.ru/sale/flat/299087634/;Москва;sale;flat;2;15;2;97.26;170000000;Хамовники; Усачева;15;Спортивная;Садовые кварталы
Prime;real_estate_agent;https://www.cian.ru/sale/flat/285245614/;Москва;sale;flat;50;53;2;165.0;226800000;Раменки;Мосфильмовская ;8;Минская;Дом на Мосфильмовской
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/297711423/;Москва;sale;flat;4;4;2;44.3;14500000;Таганский;2-я Дубровская ;4;Пролетарская;
Алексей Савочкин;realtor;https://www.cian.ru/sale/flat/286420669/;Москва;sale;flat;15;26;2;42.8;19800000;Нагатино-Садовники;Нагатинская набережная;;Нагатинская;Level Нагатинская
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/298795838/;Москва;sale;flat;1;18;2;122.4;37000000;Ломоносовский; Архитектора Власова;6;Профсоюзная;Вавилово
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/299058895/;Москва;sale;flat;32;41;2;78.0;41400000;Раменки;1-й Сетуньский проезд;вл10;Воробьёвы горы;Hide
luxе real estate;real_estate_agent;https://www.cian.ru/sale/flat/298416216/;Москва;sale;flat;4;4;2;68.5;65900000;Арбат;Поварская ;8/1к1;Арбатская;De Luxe квартал апартаментов 
luxе real estate;real_estate_agent;https://www.cian.ru/sale/flat/298260852/;Москва;sale;flat;3;6;2;70.0;79000000;Арбат;Поварская ;8/1к1;;De Luxe квартал апартаментов 
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/299294037/;Москва;sale;flat;2;6;2;80.0;80000000;Замоскворечье;Большой Ордынский переулок;4С4;Полянка;Собрание клубных домов ORDYNKA
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/283680381/;Москва;sale;flat;4;7;2;65.0;88871520;Хамовники;Комсомольский проспект;42С2;Спортивная;Clerkenwell House
MERSI;real_estate_agent;https://www.cian.ru/sale/flat/292207196/;Москва;sale;flat;43;75;2;101.0;90000000;Пресненский;1-й Красногвардейский проезд;15;Деловой центр;Меркурий Тауэр
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/243609636/;Москва;sale;flat;2;6;2;123.0;166634100;Раменки; Косыгина;19К1;Воробьёвы горы;Монолит
ЦЕНТРЭКСПЕРТ;real_estate_agent;https://www.cian.ru/sale/flat/299935402/;Москва;sale;flat;9;14;2;54.2;16900000;Митино; Барышиха;16;Митино;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/298680272/;Москва;sale;flat;11;25;2;54.8;17000000;Орехово-Борисово Южное;Ясеневая ;12к6;Домодедовская;
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/299855341/;Москва;sale;flat;10;16;2;54.1;18500000;Тропарево-Никулино; Академика Анохина;12К4;Юго-Западная;
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/298964857/;Москва;sale;flat;29;33;2;49.6;19800000;Западное Дегунино;Ильменский проезд;14к3;Селигерская;Селигер Сити
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/298561683/;Москва;sale;flat;2;8;2;44.0;20900000;Филевский парк;Береговой проезд;1А;Фили;мой адрес На Береговом
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/298533419/;Москва;sale;flat;9;29;2;49.18;27000000;Хорошево-Мневники;Шелепихинская набережная;40к3;Полежаевская;Sydney City
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/298528914/;Москва;sale;flat;17;29;2;49.1;28000000;Хорошево-Мневники;Шелепихинская набережная;40к3;Полежаевская;Sydney City
Винидиктов и Партнеры;real_estate_agent;https://www.cian.ru/sale/flat/297677928/;Москва;sale;flat;6;22;2;49.8;28990000;Красносельский;Большая Спасская ;35;Площадь трёх вокзалов;Dialog
Bespoke Estate;real_estate_agent;https://www.cian.ru/sale/flat/299951445/;Москва;sale;flat;4;26;2;46.3;30900000;Очаково-Матвеевское;Нежинская ;5к2;Давыдково;Городские резиденции SPIRES
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/294247460/;Москва;sale;flat;12;29;2;56.2;31900000;Хорошево-Мневники;Шелепихинская набережная;40к3;Хорошёво;Sydney City
Александр Кудинов;realtor;https://www.cian.ru/sale/flat/290999393/;Москва;sale;flat;22;24;2;44.0;32000000;Хорошевский;Хорошевское шоссе;25Ак3;Хорошёвская;Династия
Андрей Алексеев;realtor;https://www.cian.ru/sale/flat/283202740/;Москва;sale;flat;9;28;2;72.0;32000000;Филевский парк;Береговой проезд;1Б;Шелепиха;мой адрес На Береговом
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/299770379/;Москва;sale;flat;5;22;2;78.8;33900000;Раменки;Минская ;1ГК2;Ломоносовский проспект;Золотые Ключи 2
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/292154263/;Москва;sale;flat;4;20;2;76.6;62046000;Пресненский;Дружинниковская ;15;Краснопресненская;SkyView
