author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/298903584/;Москва;sale;flat;8;17;1;36.2;27000000;Тверской;Садовая-Триумфальная ;22/31;Маяковская;
MR Group;developer;https://www.cian.ru/sale/flat/281257841/;Москва;sale;flat;29;41;1;46.63;30489772;Раменки;1-й Сетуньский проезд;вл10;Лужники;Hide
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/298875394/;Москва;sale;flat;13;41;1;36.2;23000000;Раменки;;;Спортивная;Хайд ЖК
MR Group;developer;https://www.cian.ru/sale/flat/273739892/;Москва;sale;flat;12;41;1;46.07;28931223;Раменки;1-й Сетуньский проезд;вл10;Лужники;Hide
СЕДЬМОЕ НЕБО;real_estate_agent;https://www.cian.ru/sale/flat/299240024/;Москва;sale;flat;7;12;1;35.0;9200000;Выхино-Жулебино;Ташкентский переулок;5К3;Юго-Восточная;
Regions Development;developer;https://www.cian.ru/sale/flat/299937225/;Москва;sale;flat;12;16;1;40.9;19603491;Преображенское;Жилой комплекс Преображенская площадь;;Преображенская площадь;Преображенская площадь
CENTURY 21;real_estate_agent;https://www.cian.ru/sale/flat/299431216/;Москва;sale;flat;2;12;1;35.2;11500000;Проспект Вернадского; Коштоянца;33;Проспект Вернадского;
Absolute Premium;developer;https://www.cian.ru/sale/flat/295473842/;Москва;sale;flat;14;18;1;63.0;68923000;Хамовники;;;Воробьёвы горы;Коллекция Лужники ЖК
Estes;real_estate_agent;https://www.cian.ru/sale/flat/299520739/;Москва;sale;flat;15;17;1;38.0;11800000;Вешняки;аллея Жемчуговой;5К3;Новогиреево;
Hutton Development;developer;https://www.cian.ru/sale/flat/293911177/;Москва;sale;flat;2;7;1;47.2;103840000;Якиманка;Софийская набережная;34С3;Новокузнецкая;Клубный дом DUO
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/300094228/;Москва;sale;flat;15;22;1;17.3;8900000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
Hutton Development;developer;https://www.cian.ru/sale/flat/293911189/;Москва;sale;flat;-1;-1;-1;202.0;165120000;Якиманка;Софийская набережная;34С3;Новокузнецкая;Клубный дом DUO
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/299999596/;Москва;sale;flat;15;22;1;17.3;8569000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
ID 39404589;developer;https://www.cian.ru/sale/flat/299971679/;Москва;sale;flat;31;34;1;39.2;19157040;Обручевский;;;Калужская;Эвер ЖК
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/295014010/;Москва;sale;flat;13;22;1;18.0;8700000;Тропарево-Никулино;Ленинский проспект;158;Тропарёво;
Regions Development;developer;https://www.cian.ru/sale/flat/299991827/;Москва;sale;flat;16;24;1;58.1;29690608;Нагатинский затон;;;Технопарк;Дрим Тауэрс ЖК
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/298908878/;Москва;sale;flat;17;17;1;41.0;10700000;; Александры Монаховой;87к1;Бунинская аллея;Бунинские луга
MR Group;developer;https://www.cian.ru/sale/flat/299093449/;Москва;sale;flat;11;32;1;39.0;24599598;Даниловский;Дубининская ;59к8;Павелецкая;Павелецкая Сити
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/294621795/;Москва;sale;flat;16;22;1;19.8;8010000;Тропарево-Никулино;Ленинский проспект;158;Тропарёво;
Компания Пионер;developer;https://www.cian.ru/sale/flat/296155847/;Москва;sale;flat;-1;-1;-1;202.0;16469450;Марьина роща;Полковая ;1С12;Савёловская;PRIDE
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/299691408/;Москва;sale;flat;2;4;1;13.8;6100000;Аэропорт;Большой Коптевский проезд;3С1;Красный Балтиец;
MR Group;developer;https://www.cian.ru/sale/flat/299093632/;Москва;sale;flat;9;27;1;38.8;24662454;Даниловский;Дубининская ;59к6;Серпуховская;Павелецкая Сити
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/293078334/;Москва;sale;flat;3;4;1;16.7;6924227;Аэропорт;Большой Коптевский проезд;3С1;Красный Балтиец;
Sminex;developer;https://www.cian.ru/sale/flat/297972169/;Москва;sale;flat;2;5;1;69.4;166370000;Тверской;;;Площадь Революции;Ильинка 3/8 ЖК
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/292542632/;Москва;sale;flat;11;22;1;21.3;9200000;Тропарево-Никулино;Ленинский проспект;158;Тропарёво;
Компания Пионер;developer;https://www.cian.ru/sale/flat/296997504/;Москва;sale;flat;15;22;1;30.1;17105468;Марьина роща;Полковая ;1С12;Савёловская;PRIDE
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/299873259/;Москва;sale;flat;15;22;1;20.3;9243500;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
Sminex;developer;https://www.cian.ru/sale/flat/298351739/;Москва;sale;flat;12;14;1;130.2;485190000;Якиманка;;;Боровицкая;Лаврушинский ЖК
BERI;real_estate_agent;https://www.cian.ru/sale/flat/297062106/;Москва;sale;flat;2;9;1;34.1;20900000;Красносельский;переулок Даев;12/16;Сухаревская;
Трансстройинвест;developer;https://www.cian.ru/sale/flat/296303101/;Москва;sale;flat;2;7;1;74.0;95238000;Мещанский;Большой Кисельный переулок;11;Тургеневская;Frank's house
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/299563637/;Москва;sale;flat;2;4;1;18.2;7102272;Аэропорт;Большой Коптевский проезд;3С1;Красный Балтиец;
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/298794922/;Москва;sale;flat;4;12;1;55.92;26847192;;;В19 кв-л;Павшино;Сберсити ЖК
СЕДЬМОЕ НЕБО;real_estate_agent;https://www.cian.ru/sale/flat/298746451/;Москва;sale;flat;18;20;1;34.2;19990000;Алексеевский;Новоалексеевская ;16к4;Алексеевская;Серебряный фонтан
Мангазея;developer;https://www.cian.ru/sale/flat/299168036/;Москва;sale;flat;-1;-1;-1;1.0;28341300;Щукино;Щукинская ;3;Щукинская;Интонация
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/294623881/;Москва;sale;flat;13;22;1;20.9;9220000;Тропарево-Никулино;Ленинский проспект;158;Тропарёво;
Sminex;developer;https://www.cian.ru/sale/flat/297972154/;Москва;sale;flat;2;5;1;82.9;178840000;Тверской;;;Площадь Революции;Ильинка 3/8 ЖК
СЕДЬМОЕ НЕБО;real_estate_agent;https://www.cian.ru/sale/flat/297788340/;Москва;sale;flat;6;11;1;43.0;25000000;Останкинский; Годовикова;11к2;Алексеевская;iLove
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/298726575/;Москва;sale;flat;4;7;1;82.04;46672556;;;В19 кв-л;Павшино;Сберсити ЖК
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/298839224/;Москва;sale;flat;12;28;1;41.0;18500000;Покровское-Стрешнево;Летная ;95Бк2;Спартак;ÁLIA
Компания Пионер;developer;https://www.cian.ru/sale/flat/297096272/;Москва;sale;flat;21;26;1;25.7;20721653;Даниловский;;;Павелецкая;Хай Лайф ЖК
Estes;real_estate_agent;https://www.cian.ru/sale/flat/299469852/;Москва;sale;flat;4;29;1;46.3;19955000;Даниловский; Виктора Маслова;2;Автозаводская;RiverSky
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/298794926/;Москва;sale;flat;4;12;1;58.74;28312680;;;В19 кв-л;Павшино;Сберсити ЖК
Estes;real_estate_agent;https://www.cian.ru/sale/flat/298378073/;Москва;sale;flat;14;29;1;46.2;18099000;Нагатино-Садовники;Варшавское шоссе;37Ак2;Нагатинская;Rotterdam
ЭЛИТА-ЭКО;developer;https://www.cian.ru/sale/flat/292406412/;Москва;sale;flat;5;14;1;35.58;35864640;Дорогомилово;1-й Можайский тупик;8АС1;Киевская;D'ORO MILLE
Estes;real_estate_agent;https://www.cian.ru/sale/flat/296561320/;Москва;sale;flat;18;41;1;35.6;16300000;Хорошево-Мневники;Шелепихинская набережная;34к7;Шелепиха;Сердце Столицы
Компания Пионер;developer;https://www.cian.ru/sale/flat/299938805/;Москва;sale;flat;20;26;1;24.4;20315732;Даниловский;;;Павелецкая;Хай Лайф ЖК
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/298843352/;Москва;sale;flat;13;22;1;17.6;8600000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
Absolute Premium;developer;https://www.cian.ru/sale/flat/298974534/;Москва;sale;flat;2;18;1;74.9;79842000;Хамовники;;;Воробьёвы горы;Коллекция Лужники ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/293718260/;Москва;sale;flat;5;6;1;43.0;27999000;Беговой; 3-я Ямского Поля;9;Белорусская;Art Residence
ID 39404589;developer;https://www.cian.ru/sale/flat/300035561/;Москва;sale;flat;10;27;1;45.3;23691900;Даниловский;;;Серпуховская;Era
ZAPAD REALTY - офис Маршала Жукова;real_estate_agent;https://www.cian.ru/sale/flat/292001549/;Москва;sale;flat;18;48;1;42.4;20000000;Хорошево-Мневники; Народного Ополчения;15К1;Народное Ополчение;Wellton Towers
Sminex;developer;https://www.cian.ru/sale/flat/297972148/;Москва;sale;flat;2;5;1;69.6;169770000;Тверской;;;Площадь Революции;Ильинка 3/8 ЖК
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/299579932/;Москва;sale;flat;4;14;1;45.0;27000000;Раменки;проспект Генерала Дорохова;39к2А;Минская;
Prime Life Development;developer;https://www.cian.ru/sale/flat/299132395/;Москва;sale;flat;9;28;1;46.67;24653813;Нагатино-Садовники;Нагатинская ;к2вл1;Нагатинская;1-й Нагатинский
ЛИДЕР Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/294106758/;Москва;sale;flat;9;41;1;40.4;32500000;Хорошевский;Ленинградский проспект;37/6;Аэропорт;Прайм Парк
Sense Development;developer;https://www.cian.ru/sale/flat/298147711/;Москва;sale;flat;12;13;1;43.2;27293718;Даниловский;Подольское шоссе;3;Тульская;Logos
ЛИДЕР Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/297726343/;Москва;sale;flat;12;41;1;41.9;30900000;Хорошевский;Ленинградский проспект;37/6;Аэропорт;Прайм Парк
Трансстройинвест;developer;https://www.cian.ru/sale/flat/297244298/;Москва;sale;flat;13;23;1;42.9;19803670;Очаково-Матвеевское;Очаково мкр;;Озёрная;ОМ ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/291376553/;Москва;sale;flat;4;13;1;60.9;51900000;Пресненский;Большая Садовая ;5к1;Маяковская;Квартал апартаментов Сады Пекина
COLDY;developer;https://www.cian.ru/sale/flat/297997352/;Москва;sale;flat;-1;-1;-1;202.0;253431847;Хамовники;переулок 1-й Тружеников;12;Киевская;Хамовники 12
Whitewill Москва-Сити;real_estate_agent;https://www.cian.ru/sale/flat/299723346/;Москва;sale;flat;63;66;1;86.0;110000000;Пресненский;1-й Красногвардейский проезд;22;Деловой центр;NEVA TOWERS
Prime Life Development;developer;https://www.cian.ru/sale/flat/299132452/;Москва;sale;flat;17;28;1;49.21;27106826;Нагатино-Садовники;Нагатинская ;к1вл1;Нагатинская;1-й Нагатинский
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/290522992/;Москва;sale;flat;3;5;1;46.0;41670000;Замоскворечье;Озерковская набережная;6;Новокузнецкая;Bogenhouse
COLDY;developer;https://www.cian.ru/sale/flat/297997309/;Москва;sale;flat;-1;-1;-1;202.0;188111735;Хамовники;переулок 1-й Тружеников;12;Киевская;Хамовники 12
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/297459575/;Москва;sale;flat;4;15;1;32.1;18000000;Хорошевский;Ходынский бульвар;20А;ЦСКА;Лайнер
Neva Towers;developer;https://www.cian.ru/sale/flat/298855594/;Москва;sale;flat;34;66;1;51.4;54278400;Пресненский;1-й Красногвардейский проезд;22с1;Выставочная;NEVA TOWERS
ZAPAD REALTY - офис Маршала Жукова;real_estate_agent;https://www.cian.ru/sale/flat/297558153/;Москва;sale;flat;18;22;1;43.0;21000000;Щукино;Большой Волоколамский проезд;23;Стрешнево;Комплекс апартаментов B’aires
Компания Пионер;developer;https://www.cian.ru/sale/flat/295410764/;Москва;sale;flat;16;39;1;37.2;26665443;Даниловский;;;Павелецкая;Хай Лайф ЖК
Bespoke Estate;real_estate_agent;https://www.cian.ru/sale/flat/299843007/;Москва;sale;flat;12;85;1;89.0;59000000;Пресненский;1-й Красногвардейский проезд;21с2;Деловой центр;МФК ОКО
Трансстройинвест;developer;https://www.cian.ru/sale/flat/299589652/;Москва;sale;flat;2;24;1;43.5;17768630;Очаково-Матвеевское;Мичуринский проспект;72А;Озёрная;ОМ
TimeProperty;real_estate_agent;https://www.cian.ru/sale/flat/297704043/;Москва;sale;flat;15;21;1;36.5;16500000;Головинский;Кронштадтский бульвар;к1/2;Водный стадион;Кронштадтский 9
Трансстройинвест;developer;https://www.cian.ru/sale/flat/296303110/;Москва;sale;flat;3;7;1;79.9;106501586;Мещанский;Большой Кисельный переулок;11;Тургеневская;Frank's house
MERSI;real_estate_agent;https://www.cian.ru/sale/flat/298068383/;Москва;sale;flat;1;16;1;43.9;14100000;Ховрино; Лавочкина;42;Речной вокзал;
Трансстройинвест;developer;https://www.cian.ru/sale/flat/299893079/;Москва;sale;flat;4;23;1;41.6;18013674;Очаково-Матвеевское;Очаково мкр;;Озёрная;ОМ ЖК
ТСН Владис;real_estate_agent;https://www.cian.ru/sale/flat/298620907/;Москва;sale;flat;11;16;1;44.9;17980000;Басманный;Рубцовская набережная;2К3;Электрозаводская;
Стрелецкая Слобода;developer;https://www.cian.ru/sale/flat/294641842/;Москва;sale;flat;5;8;1;57.7;83665000;Таганский;Тессинский переулок;1;Китай-город;Тессинский, 1
ID 94576163;homeowner;https://www.cian.ru/sale/flat/292882872/;Москва;sale;flat;6;19;1;40.0;9999999;; Лаптева;8к2;Рассказовка;Город-парк Первый Московский
Sminex;developer;https://www.cian.ru/sale/flat/294328841/;Москва;sale;flat;4;6;1;81.5;190960000;Басманный;Потаповский переулок;5С4;Чистые пруды;Чистые Пруды
Адресат;real_estate_agent;https://www.cian.ru/sale/flat/299343814/;Москва;sale;flat;2;23;1;42.0;12150000;Рязанский;Волжский бульвар;11;;Волжский
Sminex;developer;https://www.cian.ru/sale/flat/293713734/;Москва;sale;flat;7;14;1;67.2;174240000;Якиманка;;;Полянка;Лаврушинский ЖК
МИЭЛЬ офис В Солнечногорске;real_estate_agent;https://www.cian.ru/sale/flat/283478568/;Москва;sale;flat;1;9;1;23.0;6800000;Коньково; Академика Волгина;25К1;Коньково;
Sminex;developer;https://www.cian.ru/sale/flat/297692367/;Москва;sale;flat;1;6;1;112.0;134880000;Басманный;Потаповский переулок;5С4;Чистые пруды;Чистые Пруды
Адресат;real_estate_agent;https://www.cian.ru/sale/flat/297327890/;Москва;sale;flat;11;12;1;32.1;11500000;Северное Тушино;Туристская ;13К1;;
Донстрой;developer;https://www.cian.ru/sale/flat/299621199/;Москва;sale;flat;2;12;1;59.0;45548000;Раменки; Сергея Бондарчука;2;Мичуринский проспект;Река
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/299841520/;Москва;sale;flat;2;4;1;32.7;8680770;; Шекспира;1к1;Рассказовка;
COLDY;developer;https://www.cian.ru/sale/flat/297997324/;Москва;sale;flat;-1;-1;-1;202.0;190852541;Хамовники;переулок 1-й Тружеников;12;Киевская;Хамовники 12
One Moscow;real_estate_agent;https://www.cian.ru/sale/flat/297987258/;Москва;sale;flat;23;26;1;27.1;13300000;Лефортово; Крузенштерна;12к3;Авиамоторная;Символ
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/291868731/;Москва;sale;flat;1;13;1;56.27;30216990;;;В20 кв-л;Павшино;Сберсити ЖК
PROНЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/sale/flat/298139152/;Москва;sale;flat;3;19;1;31.3;19800000;Басманный;Малая Почтовая ;;Бауманская;MYPRIORITY Basmanny
Sense Development;developer;https://www.cian.ru/sale/flat/298147653/;Москва;sale;flat;10;13;1;41.1;28727105;Даниловский;Подольское шоссе;3;Тульская;Logos
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/287688964/;Москва;sale;flat;3;5;1;46.3;41670000;Замоскворечье;Озерковская набережная;6;Новокузнецкая;Bogenhouse
Sminex;developer;https://www.cian.ru/sale/flat/294328844/;Москва;sale;flat;4;6;1;88.2;173600000;Басманный;Потаповский переулок;5С4;Чистые пруды;Чистые Пруды
ZIP Realty;real_estate_agent;https://www.cian.ru/sale/flat/297905132/;Москва;sale;flat;8;9;1;32.4;11690000;Гагаринский;Ломоносовский проспект;3К3;Университет;
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/296191732/;Москва;sale;flat;12;13;1;69.94;39481130;;;В20 кв-л;Павшино;Сберсити ЖК
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/299690002/;Москва;sale;flat;15;19;1;38.5;12980000;Чертаново Южное;Варшавское шоссе;170Ек9;Лесопарковая;Зеленая Вертикаль
MR Group;developer;https://www.cian.ru/sale/flat/299928837/;Москва;sale;flat;6;17;1;77.75;109578906;Мещанский;м. Цветной бульвар;;Цветной бульвар;Клубный дом Forum
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/297841625/;Москва;sale;flat;14;24;1;39.9;23750000;Хорошевский;Хорошевское шоссе;25Ак1;Полежаевская;Династия
MR Group;developer;https://www.cian.ru/sale/flat/295672980/;Москва;sale;flat;5;15;1;36.3;15922830;Покровское-Стрешнево;Северо-Западный ао;;Трикотажная;Сити Бэй ЖК
Светлана Киреева;realtor;https://www.cian.ru/sale/flat/299899863/;Москва;sale;flat;5;26;1;41.7;20000000;Лефортово;Красноказарменная ;15к2;Авиамоторная;
St Michael;developer;https://www.cian.ru/sale/flat/298001472/;Москва;sale;flat;20;21;1;39.29;20012930;Хорошевский;;;Полежаевская;Зорге 9 ЖК
Анна Макарова;realtor;https://www.cian.ru/sale/flat/299066871/;Москва;sale;flat;14;18;1;43.0;25800000;Савеловский; Юннатов;4кГ;Петровский Парк;
MR Group;developer;https://www.cian.ru/sale/flat/295672960/;Москва;sale;flat;12;15;1;39.64;17041204;Покровское-Стрешнево;Северо-Западный ао;;Трикотажная;Сити Бэй ЖК
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/297511312/;Москва;sale;flat;9;48;1;42.0;24200000;Хорошево-Мневники; Народного Ополчения;15К1;Народное Ополчение;Wellton Towers
St Michael;developer;https://www.cian.ru/sale/flat/298001347/;Москва;sale;flat;17;21;1;37.48;18544750;Хорошевский;;;Полежаевская;Зорге 9 ЖК
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/292989536/;Москва;sale;flat;11;12;1;61.3;38000000;Тверской;2-я Брестская ;6;Маяковская;Резиденция Тверская
ЛСР;developer;https://www.cian.ru/sale/flat/293204367/;Москва;sale;flat;16;22;1;46.0;27204308;Даниловский;бульвар Братьев Весниных;1;ЗИЛ;ЗИЛАРТ
ZAPAD REALTY - офис Маршала Жукова;real_estate_agent;https://www.cian.ru/sale/flat/297952059/;Москва;sale;flat;18;22;1;43.0;20700000;Щукино;Большой Волоколамский проезд;23;Стрешнево;Комплекс апартаментов B’aires
ЛСР;developer;https://www.cian.ru/sale/flat/296465004/;Москва;sale;flat;23;28;1;41.5;19399797;Даниловский;18/19/27;18/19/27;ЗИЛ;Зиларт ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/296311040/;Москва;sale;flat;4;13;1;43.6;37000000;Пресненский; Сергея Макеева;9к1;Улица 1905 года;RedSide
Level Group;developer;https://www.cian.ru/sale/flat/296507585/;Москва;sale;flat;35;68;1;33.9;12911847;Печатники;;3;Кожуховская;Левел Южнопортовая ЖК
One Moscow;real_estate_agent;https://www.cian.ru/sale/flat/298514328/;Москва;sale;flat;16;29;1;36.9;16699000;Печатники;;;Печатники;Портлэнд ЖК
ID 111759195;developer;https://www.cian.ru/sale/flat/296872001/;Москва;sale;flat;15;30;1;37.7;12991420;Рязанский;Рязанский проспект;;Окская;balance
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/295210015/;Москва;sale;flat;14;23;1;41.1;22000000;Хорошево-Мневники;Жилой комплекс остров;2-й кв-л;Терехово ;Остров
ДОНСТРОЙ;developer;https://www.cian.ru/sale/flat/296883220/;Москва;sale;flat;26;26;1;45.8;22071020;Лефортово;;;Римская;Символ ЖК
НДВ;real_estate_agent;https://www.cian.ru/sale/flat/300096997/;Москва;sale;flat;14;32;1;31.3;9600000;Марьино;Донецкая ;30к2;Курьяново;Домашний
Level Group;developer;https://www.cian.ru/sale/flat/299245326/;Москва;sale;flat;39;47;1;36.7;13107340;Печатники;;2;Кожуховская;Левел Южнопортовая ЖК
MERSI;real_estate_agent;https://www.cian.ru/sale/flat/299203398/;Москва;sale;flat;6;18;1;40.9;17400000;Академический;Новочеремушкинская ;35к2;Профсоюзная;
Колди;developer;https://www.cian.ru/sale/flat/298328615/;Москва;sale;flat;3;21;1;37.0;14319068;Нижегородский;;;Калитники;Н'айс Лофт ЖК
Century 21 Level;real_estate_agent;https://www.cian.ru/sale/flat/299859603/;Москва;sale;flat;15;17;1;38.0;11450000;; Бориса Пастернака;49;Рассказовка;
ДомДау;developer;https://www.cian.ru/sale/flat/298394922/;Москва;sale;flat;5;85;1;54.72;40003310;Пресненский;Московский международный деловой центр Москва-Сити тер.;;Выставочная;Дом Дау
ID 12473030;homeowner;https://www.cian.ru/sale/flat/299986301/;Москва;sale;flat;17;17;1;37.9;10500000;; Бианки;4К1;Рассказовка;Город-парк Первый Московский
Группа Родина;developer;https://www.cian.ru/sale/flat/293200710/;Москва;sale;flat;12;13;1;39.8;12856400;; 1-я Ватутинская;12к2;Ольховая;Russian Design District
CENTURY 21;real_estate_agent;https://www.cian.ru/sale/flat/300122339/;Москва;sale;flat;12;12;1;32.1;10250000;Коньково; Островитянова;35;Коньково;
Основа;developer;https://www.cian.ru/sale/flat/293007233/;Москва;sale;flat;10;36;1;43.2;12355200;Ярославский;проспект Мира;222;Ростокино;Квартал МИРАПОЛИС
Адресат;real_estate_agent;https://www.cian.ru/sale/flat/297150227/;Москва;sale;flat;9;16;1;21.0;7000000;Отрадное;Алтуфьевское шоссе;2К1;;Апарт-комплекс Ботаник
ДОНСТРОЙ;developer;https://www.cian.ru/sale/flat/298028635/;Москва;sale;flat;30;49;1;46.9;25607400;Раменки;Кинематографический кв-л;;Мичуринский проспект;Событие ЖК
Адресат;real_estate_agent;https://www.cian.ru/sale/flat/295677601/;Москва;sale;flat;12;14;1;39.3;11900000;Перово;1-я Владимирская ;35К2;;
ДОНСТРОЙ;developer;https://www.cian.ru/sale/flat/298028479/;Москва;sale;flat;18;49;1;47.8;26681960;Раменки;Кинематографический кв-л;;Мичуринский проспект;Событие ЖК
Century 21 Level;real_estate_agent;https://www.cian.ru/sale/flat/300015290/;Москва;sale;flat;13;18;1;35.7;13500000;Северное Бутово;Феодосийская ;7к6;;Гринада
ДОНСТРОЙ;developer;https://www.cian.ru/sale/flat/299489223/;Москва;sale;flat;14;14;1;45.3;22604700;Лефортово;;;Римская;Символ ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/299388120/;Москва;sale;flat;9;26;1;52.0;23000000;Черемушки;Херсонская ;43к5;Зюзино;ONYX Deluxe
Основа;developer;https://www.cian.ru/sale/flat/294577077/;Москва;sale;flat;29;36;1;35.9;11182850;Ярославский;проспект Мира;222;Ростокино;Квартал МИРАПОЛИС
НДВ;real_estate_agent;https://www.cian.ru/sale/flat/299850476/;Москва;sale;flat;24;33;1;32.7;11410000;Нижегородский;Газгольдерная ;10;Нижегородская;Profit
Основа;developer;https://www.cian.ru/sale/flat/299109432/;Москва;sale;flat;10;28;1;43.4;17794000;Головинский;Михалковская ;50;Коптево;UNO.Головинские пруды
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/297661462/;Москва;sale;flat;23;25;1;36.0;17600000;Фили-Давыдково;Кастанаевская ;65;Кунцевская;
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/298395439/;Москва;sale;flat;13;17;1;39.7;19687230;Савеловский;Старый Петровско-Разумовский проезд;1/23С5;Гражданская;Петровский парк II
Acropol;real_estate_agent;https://www.cian.ru/sale/flat/296993886/;Москва;sale;flat;6;14;1;35.1;12000000;Левобережный;Прибрежный проезд;10;Беломорская;
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/296110752/;Москва;sale;flat;17;30;1;41.9;10973610;Чертаново Южное;;1.1;Аннино;Варшавские Ворота ЖК
СЕДЬМОЕ НЕБО;real_estate_agent;https://www.cian.ru/sale/flat/299071770/;Москва;sale;flat;17;21;1;42.0;21990000;Алексеевский;Новоалексеевская ;16к2;Алексеевская;Серебряный фонтан
ДОНСТРОЙ;developer;https://www.cian.ru/sale/flat/299889658/;Москва;sale;flat;13;49;1;46.2;24823260;Раменки;Кинематографический кв-л;;Мичуринский проспект;Событие ЖК
INHAUS;real_estate_agent;https://www.cian.ru/sale/flat/298734290/;Москва;sale;flat;4;15;1;43.2;18750000;Даниловский; Родченко;2;ЗИЛ;ЗИЛАРТ
Галс-Девелопмент;developer;https://www.cian.ru/sale/flat/297124354/;Москва;sale;flat;9;20;1;49.8;25696800;Басманный; Фридриха Энгельса;56;Бауманская;Дом 56
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/297496947/;Москва;sale;flat;7;30;1;36.6;21800000;Хорошево-Мневники;Шелепихинская набережная;40к3;Шелепиха;Sydney City
Forma;developer;https://www.cian.ru/sale/flat/297989341/;Москва;sale;flat;7;20;1;39.74;18816971;Даниловский;Автозаводская ;26;Тульская;FORST
MERSI;real_estate_agent;https://www.cian.ru/sale/flat/279125910/;Москва;sale;flat;6;15;1;33.0;17000000;Хорошевский;Ходынский бульвар;20А;ЦСКА;Лайнер
ДомДау;developer;https://www.cian.ru/sale/flat/298394926/;Москва;sale;flat;5;85;1;50.71;35784447;Пресненский;Московский международный деловой центр Москва-Сити тер.;;Выставочная;Дом Дау
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/297245626/;Москва;sale;flat;2;32;1;47.0;21950000;Хорошево-Мневники;проспект Маршала Жукова;43к5;Карамышевская;Wellton park
КРОСТ;developer;https://www.cian.ru/sale/flat/296745587/;Москва;sale;flat;35;47;1;41.6;18183360;Хорошево-Мневники; Генерала Глаголева;14Ак1;;CRYSTAL Трилогия
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/295522342/;Москва;sale;flat;14;21;1;144.0;160000000;Пресненский; Сергея Макеева;9;Улица 1905 года;RedSide
КРОСТ;developer;https://www.cian.ru/sale/flat/296745472/;Москва;sale;flat;23;28;1;40.0;18040000;Хорошево-Мневники; Генерала Глаголева;;;CRYSTAL Трилогия
НДВ;real_estate_agent;https://www.cian.ru/sale/flat/298280432/;Москва;sale;flat;6;25;1;33.6;12000000;Метрогородок;Тагильская ;4к2;Бульвар Рокоссовского;Сиреневый парк
MR Group;developer;https://www.cian.ru/sale/flat/298871531/;Москва;sale;flat;36;48;1;35.3;15503936;Покровское-Стрешнево;Вишневая ;7С128;Тушинская;Мультиквартал CITYZEN
